status,size,method,path,user_agent,hour_of_day
404,338,0,1,64,1
404,336,0,0,66,1
404,338,0,1,64,1
404,339,0,0,66,1
404,340,0,1,64,1
404,338,0,0,66,1
404,336,0,1,64,1
404,337,0,0,66,1
200,2592,0,0,133,1
304,0,0,1,64,1
200,17632,0,0,133,1
404,338,0,0,66,1
404,333,0,1,64,1
404,341,0,0,66,1
404,340,0,0,66,1
404,339,0,0,66,1
404,336,0,0,66,1
404,339,0,0,66,1
304,0,0,0,66,2
304,0,0,0,66,2
404,333,0,0,66,2
404,336,0,0,66,2
200,85619205,0,0,118,2
200,2592,0,0,132,2
200,85619205,0,0,22,2
200,1073033,0,2,26,2
200,1768,0,1,24,2
200,1768,0,1,24,2
200,2576,0,1,133,2
200,26930866,0,1,31,2
200,1073033,0,2,26,2
200,1768,0,1,22,2
200,1768,0,1,110,2
304,0,0,0,54,2
304,0,0,0,54,2
304,0,0,0,54,2
304,0,0,0,54,2
404,319,0,0,54,2
404,332,0,0,54,2
404,331,0,0,54,2
404,333,0,0,54,2
404,331,0,0,54,2
404,328,0,0,54,2
404,352,0,1,82,2
304,0,0,1,64,2
304,0,0,1,64,2
304,0,0,1,64,2
404,337,0,1,64,2
404,337,0,1,64,2
404,336,0,1,64,2
404,336,0,1,64,2
304,0,0,1,49,2
404,338,0,1,64,2
304,0,0,1,49,2
404,338,0,1,64,2
304,0,0,1,49,2
304,0,0,1,49,2
404,336,0,1,64,2
404,324,0,1,49,2
404,337,0,1,49,2
404,336,0,1,64,2
404,336,0,1,49,2
404,333,0,1,64,2
404,338,0,1,49,2
404,333,0,1,64,2
404,336,0,1,49,2
404,333,0,1,49,2
200,951,0,1,133,2
200,2592,0,0,133,2
200,951,0,1,133,2
304,0,0,0,49,2
304,0,0,0,49,2
304,0,0,0,49,2
304,0,0,0,49,2
404,324,0,0,49,2
404,340,0,0,49,2
404,337,0,0,49,2
404,339,0,0,49,2
304,0,0,0,54,2
404,336,0,0,49,2
304,0,0,0,54,2
404,341,0,0,49,2
304,0,0,0,54,2
404,338,0,0,49,2
304,0,0,0,54,2
404,319,0,0,54,2
404,339,0,0,49,2
404,332,0,0,54,2
404,336,0,0,49,2
404,331,0,0,54,2
304,0,0,0,47,2
304,0,0,0,47,2
404,336,0,0,49,2
404,333,0,0,54,2
404,333,0,0,49,2
304,0,0,0,47,2
304,0,0,1,64,2
304,0,0,0,47,2
404,319,0,0,47,2
404,331,0,0,54,2
404,335,0,0,47,2
404,332,0,0,47,2
404,328,0,0,54,2
404,334,0,0,47,2
304,0,0,1,64,2
200,1768,0,1,24,2
404,331,0,0,47,2
404,336,0,0,47,2
304,0,0,1,64,2
404,333,0,0,47,2
404,334,0,0,47,2
404,331,0,0,47,2
404,337,0,1,64,2
404,331,0,0,47,2
404,336,0,1,64,2
404,328,0,0,47,2
404,338,0,1,64,2
404,336,0,1,64,2
404,333,0,1,64,2
200,2578,0,1,132,2
304,0,0,1,49,2
304,0,0,1,49,2
304,0,0,1,49,2
304,0,0,1,49,2
404,324,0,1,49,2
404,337,0,1,49,2
404,336,0,1,49,2
404,338,0,1,49,2
404,336,0,1,49,2
404,333,0,1,49,2
200,951,0,1,132,2
404,313,0,0,66,2
404,318,0,1,66,2
304,0,0,0,66,2
304,0,0,1,66,2
304,0,0,0,66,3
304,0,0,1,66,3
200,85619205,0,0,26,3
304,0,0,0,66,3
304,0,0,0,66,3
404,332,0,0,66,3
200,2592,0,0,132,3
304,0,0,0,49,3
304,0,0,0,49,3
304,0,0,1,66,3
304,0,0,0,49,3
304,0,0,0,49,3
404,319,0,0,49,3
404,335,0,0,49,3
404,332,0,0,49,3
304,0,0,1,66,3
404,334,0,0,49,3
404,331,0,0,49,3
404,336,0,0,49,3
404,333,0,0,49,3
404,337,0,1,66,3
404,334,0,0,49,3
404,331,0,0,49,3
404,331,0,0,49,3
404,328,0,0,49,3
404,331,0,0,66,3
404,336,0,1,66,3
404,333,0,0,66,3
200,1768,0,1,133,3
404,338,0,1,66,3
404,331,0,0,66,3
404,336,0,1,66,3
404,328,0,0,66,3
404,333,0,1,66,3
200,951,0,1,132,3
200,490,0,0,55,3
304,0,0,0,55,3
304,0,0,0,55,3
304,0,0,0,55,3
304,0,0,0,55,3
404,346,0,0,55,3
304,0,0,0,55,3
404,319,0,0,55,3
404,332,0,0,55,3
404,345,0,0,55,3
404,324,0,0,55,3
404,331,0,0,55,3
404,333,0,0,55,3
404,331,0,0,55,3
404,328,0,0,55,3
404,339,0,0,55,3
404,338,0,0,55,3
200,2582,0,1,132,3
404,337,0,0,55,3
404,338,0,0,55,3
404,337,0,0,55,3
404,336,0,0,55,3
404,340,0,0,55,3
200,2582,0,1,132,3
404,339,0,0,55,3
404,318,0,1,66,3
304,0,0,1,66,3
404,338,0,0,55,3
304,0,0,1,66,3
200,2578,0,1,133,3
304,0,0,1,66,3
304,0,0,0,55,3
404,340,0,1,66,3
304,0,0,0,55,3
404,337,0,1,66,3
404,339,0,1,66,3
404,336,0,0,55,3
404,336,0,1,66,3
404,333,0,0,55,3
404,341,0,1,66,3
404,338,0,1,66,3
404,339,0,1,66,3
404,336,0,1,66,3
404,336,0,1,66,3
404,333,0,1,66,3
200,490,0,1,64,3
304,0,0,1,64,3
404,346,0,1,64,3
304,0,0,0,64,3
304,0,0,1,64,3
404,313,0,0,66,3
304,0,0,0,64,3
404,337,0,1,64,3
304,0,0,0,66,3
304,0,0,1,64,3
304,0,0,0,66,3
304,0,0,0,64,3
304,0,0,0,66,3
404,332,0,0,64,3
404,339,0,1,64,3
404,335,0,0,66,3
404,332,0,0,64,3
404,332,0,0,66,3
404,335,0,0,64,3
404,334,0,0,66,3
404,336,0,1,64,3
304,0,0,1,64,3
404,331,0,0,66,3
404,336,0,0,66,3
404,337,0,1,64,3
200,1768,0,1,134,3
404,333,0,0,66,3
404,338,0,1,64,3
404,337,0,1,64,3
200,2592,0,0,129,3
404,334,0,0,66,3
404,340,0,1,64,3
404,331,0,0,66,3
404,331,0,0,64,3
404,338,0,1,64,3
404,331,0,0,66,3
404,331,0,0,64,3
404,328,0,0,66,3
404,334,0,0,64,3
404,340,0,1,64,3
404,336,0,1,64,4
404,336,0,1,64,4
404,339,0,1,64,4
304,0,0,0,54,4
404,336,0,1,64,4
304,0,0,0,54,4
304,0,0,0,54,4
304,0,0,0,54,4
404,319,0,0,54,4
404,332,0,0,54,4
404,333,0,0,64,4
304,0,0,1,64,4
404,331,0,0,54,4
404,333,0,0,64,4
404,333,0,0,54,4
404,331,0,0,54,4
404,328,0,0,54,4
404,333,0,1,64,4
404,336,0,0,64,4
404,338,0,1,64,4
404,338,0,1,64,4
404,341,0,1,64,4
404,331,0,0,64,4
404,331,0,0,64,4
404,334,0,0,64,4
404,336,0,1,64,4
404,336,0,1,64,4
404,339,0,1,64,4
404,328,0,0,64,4
404,328,0,0,64,4
304,0,0,1,40,4
404,337,0,1,40,4
404,331,0,0,64,4
304,0,0,1,40,4
404,333,0,1,64,4
404,339,0,1,40,4
404,333,0,1,64,4
404,340,0,1,40,4
404,336,0,1,64,4
304,0,0,1,40,4
200,951,0,1,132,4
404,313,0,0,65,4
404,318,0,1,65,4
304,0,0,0,65,4
304,0,0,1,65,4
304,0,0,0,65,4
304,0,0,1,65,4
304,0,0,0,65,4
304,0,0,0,65,4
404,332,0,0,65,4
304,0,0,1,65,4
404,318,0,0,66,4
304,0,0,1,65,4
304,0,0,0,66,4
404,337,0,1,65,4
304,0,0,0,66,4
404,331,0,0,65,4
403,0,1,1,110,4
404,336,0,1,65,4
304,0,0,0,66,4
404,333,0,0,65,4
404,337,0,0,66,4
404,338,0,1,65,4
404,331,0,0,65,4
404,336,0,0,66,4
404,338,0,0,66,4
404,336,0,1,65,4
404,336,0,0,66,4
404,328,0,0,65,4
404,333,0,1,65,4
404,333,0,0,66,4
200,2575,0,0,132,4
200,490,0,0,54,4
304,0,0,0,54,4
404,346,0,0,54,4
404,345,0,0,54,4
404,324,0,0,54,4
200,2592,0,0,132,4
404,339,0,0,54,4
200,1768,0,1,26,4
404,338,0,0,54,4
404,340,0,0,54,4
404,337,0,0,54,4
304,0,0,0,54,4
404,338,0,0,54,4
304,0,0,0,54,4
304,0,0,1,49,4
304,0,0,1,49,4
404,339,0,0,54,4
404,337,0,0,54,4
304,0,0,0,54,4
304,0,0,1,49,4
404,336,0,0,54,4
304,0,0,1,49,4
404,324,0,1,49,4
404,324,0,0,54,4
200,1768,0,1,12,4
304,0,0,0,54,4
404,337,0,1,49,4
404,340,0,0,54,4
404,339,0,0,54,4
404,340,0,0,54,4
404,336,0,1,49,4
404,338,0,1,49,4
404,341,0,0,54,4
404,340,0,0,54,4
404,337,0,0,54,4
404,336,0,1,49,4
304,0,0,0,54,4
404,338,0,0,54,4
404,333,0,1,49,4
404,336,0,0,54,4
404,339,0,0,54,4
304,0,0,0,54,4
200,2592,0,0,132,4
404,313,0,0,66,4
404,339,0,0,54,4
404,341,0,0,54,4
200,490,0,0,66,4
404,336,0,0,54,4
404,339,0,0,54,5
404,338,0,0,54,5
200,951,0,1,132,5
404,336,0,0,54,5
304,0,0,0,66,5
404,341,0,0,66,5
404,341,0,0,54,5
404,333,0,0,54,5
404,339,0,0,54,5
404,336,0,0,54,5
404,339,0,0,54,5
200,1768,0,1,24,5
404,336,0,0,54,5
304,0,0,0,49,5
304,0,0,0,49,5
200,1768,0,1,12,5
304,0,0,0,49,5
304,0,0,0,49,5
404,319,0,0,49,5
404,333,0,0,54,5
404,332,0,0,49,5
404,331,0,0,49,5
404,333,0,0,49,5
404,336,0,0,54,5
404,331,0,0,49,5
404,328,0,0,49,5
404,318,0,1,66,5
304,0,0,1,64,5
304,0,0,1,64,5
304,0,0,0,64,5
404,313,0,0,66,5
304,0,0,1,64,5
404,340,0,1,64,5
404,337,0,1,64,5
304,0,0,0,64,5
304,0,0,0,66,5
404,339,0,1,64,5
404,336,0,1,64,5
404,341,0,1,64,5
404,338,0,1,64,5
404,339,0,1,64,5
304,0,0,0,64,5
404,336,0,1,64,5
304,0,0,0,66,5
304,0,0,0,64,5
404,318,0,0,66,5
404,336,0,1,64,5
404,333,0,1,64,5
304,0,0,0,64,5
404,335,0,0,64,5
304,0,0,0,66,5
304,0,0,0,64,5
404,335,0,0,64,5
404,332,0,0,64,5
404,332,0,0,64,5
404,335,0,0,66,5
404,334,0,0,64,5
304,0,0,0,64,5
404,331,0,0,64,5
404,336,0,0,64,5
404,333,0,0,64,5
304,0,0,1,66,5
404,334,0,0,64,5
304,0,0,0,64,5
404,334,0,0,64,5
404,331,0,0,64,5
404,332,0,0,66,5
404,331,0,0,64,5
304,0,0,0,64,5
404,328,0,0,64,5
404,335,0,0,64,5
404,331,0,0,64,5
404,334,0,0,66,5
404,332,0,0,64,5
404,334,0,0,64,5
404,336,0,0,64,5
304,0,0,0,66,5
404,331,0,0,64,5
404,331,0,0,66,5
404,336,0,0,64,5
200,2592,0,0,133,5
404,318,0,1,66,5
404,333,0,0,64,5
404,333,0,0,64,5
404,336,0,0,66,5
404,334,0,0,64,5
404,331,0,0,64,5
304,0,0,1,66,5
404,334,0,0,64,5
304,0,0,1,66,5
404,331,0,0,64,5
304,0,0,1,66,5
404,333,0,0,66,5
404,328,0,0,64,5
404,331,0,0,64,5
200,2576,0,1,132,5
304,0,0,1,66,5
200,2578,0,1,133,5
404,334,0,0,66,5
404,331,0,0,64,5
304,0,0,1,66,5
304,0,0,0,66,5
404,328,0,0,64,5
404,331,0,0,66,5
200,951,0,1,133,5
404,337,0,1,66,5
404,331,0,0,66,5
200,2576,0,1,133,5
200,2582,0,1,133,5
404,336,0,1,66,5
304,0,0,0,54,5
404,328,0,0,66,5
304,0,0,1,66,5
304,0,0,1,64,5
404,338,0,1,66,5
304,0,0,0,54,5
404,336,0,1,66,5
304,0,0,1,64,5
304,0,0,0,54,5
404,333,0,1,66,5
304,0,0,0,54,5
304,0,0,1,66,5
404,319,0,0,54,5
304,0,0,1,64,6
404,332,0,0,54,6
404,340,0,1,64,6
200,2578,0,1,133,6
200,951,0,1,133,6
404,331,0,0,54,6
404,340,0,1,66,6
404,337,0,1,64,6
404,333,0,0,54,6
200,2576,0,1,133,6
200,2575,0,0,133,6
404,331,0,0,54,6
200,2578,0,1,133,6
404,337,0,1,66,6
304,0,0,1,64,6
404,328,0,0,54,6
304,0,0,1,64,6
404,339,0,1,64,6
304,0,0,1,64,6
200,2592,0,0,133,6
304,0,0,1,64,6
404,340,0,1,64,6
404,337,0,1,64,6
304,0,0,1,64,6
404,336,0,1,64,6
304,0,0,0,66,6
404,339,0,1,64,6
404,336,0,1,64,6
404,341,0,1,64,6
304,0,0,1,64,6
404,341,0,1,64,6
404,338,0,1,64,6
404,339,0,1,64,6
404,337,0,1,64,6
304,0,0,0,66,6
404,336,0,1,64,6
404,338,0,1,64,6
404,318,0,1,65,6
404,336,0,1,64,6
404,336,0,1,64,6
404,333,0,1,64,6
304,0,0,1,65,6
404,339,0,1,64,6
404,338,0,1,64,6
404,340,0,0,66,6
304,0,0,1,65,6
404,336,0,1,64,6
404,336,0,1,64,6
404,333,0,1,64,6
304,0,0,0,50,6
304,0,0,1,65,6
304,0,0,0,50,6
404,337,0,0,66,6
304,0,0,0,50,6
404,336,0,1,64,6
304,0,0,0,54,6
304,0,0,1,65,6
304,0,0,0,50,6
404,324,0,0,50,6
404,337,0,0,50,6
304,0,0,0,54,6
200,2578,0,1,133,6
404,340,0,1,65,6
404,336,0,0,50,6
404,333,0,1,64,6
404,338,0,0,50,6
304,0,0,0,54,6
404,337,0,1,65,6
404,339,0,1,66,6
404,318,0,1,66,6
404,336,0,0,50,6
404,333,0,0,50,6
304,0,0,0,54,6
404,324,0,0,54,6
404,339,0,1,65,6
304,0,0,1,66,6
404,336,0,1,65,6
404,337,0,0,54,6
200,2576,0,1,133,6
404,336,0,1,66,6
304,0,0,1,66,6
404,341,0,1,65,6
404,336,0,0,54,6
304,0,0,0,54,6
404,338,0,1,65,6
304,0,0,1,66,6
404,338,0,0,54,6
200,490,0,0,54,6
404,339,0,1,65,6
404,336,0,0,54,6
404,339,0,0,66,6
404,337,0,1,66,6
404,336,0,1,65,6
304,0,0,0,54,6
404,333,0,0,54,6
404,336,0,1,66,6
404,336,0,1,65,6
304,0,0,0,54,6
404,338,0,1,66,6
404,336,0,0,66,6
404,333,0,1,65,6
304,0,0,0,54,6
404,336,0,1,66,6
404,346,0,0,54,6
200,490,0,0,54,6
404,341,0,1,66,6
404,333,0,1,66,6
304,0,0,0,54,6
404,324,0,0,54,6
404,345,0,0,54,6
404,324,0,0,54,6
304,0,0,0,54,6
404,340,0,0,54,6
404,339,0,0,54,6
404,346,0,0,54,6
404,338,0,1,66,6
404,318,0,0,66,7
404,337,0,0,54,7
404,338,0,0,54,7
404,324,0,0,54,7
404,345,0,0,54,7
404,341,0,0,66,7
200,490,0,0,66,7
404,339,0,0,54,7
404,340,0,0,54,7
404,337,0,0,54,7
404,339,0,0,54,7
404,338,0,0,54,7
404,338,0,0,66,7
304,0,0,0,66,7
200,2575,0,0,133,7
404,336,0,0,54,7
404,338,0,0,54,7
404,337,0,0,54,7
404,340,0,0,54,7
404,339,0,1,66,7
404,346,0,0,66,7
404,341,0,0,54,7
404,339,0,0,54,7
404,337,0,0,54,7
404,338,0,0,54,7
404,336,0,1,66,7
304,0,0,1,64,7
404,345,0,0,66,7
404,338,0,0,54,7
304,0,0,1,64,7
404,336,0,0,54,7
404,337,0,0,54,7
404,339,0,0,54,7
404,339,0,0,66,7
304,0,0,1,64,7
404,340,0,0,66,7
404,339,0,0,54,7
404,340,0,0,54,7
404,339,0,0,54,7
404,336,0,0,54,7
404,336,0,0,66,7
404,318,0,0,66,7
404,337,0,0,66,7
404,336,0,0,54,7
304,0,0,0,66,7
404,341,0,0,54,7
404,340,0,0,54,7
404,339,0,0,54,7
404,336,0,1,66,7
304,0,0,0,66,7
404,339,0,0,66,7
404,336,0,0,54,7
404,346,0,0,66,7
304,0,0,0,54,7
404,345,0,0,66,7
404,341,0,0,54,7
404,338,0,0,54,7
404,333,0,1,66,7
404,338,0,0,66,7
404,333,0,0,54,7
404,337,0,0,66,7
404,339,0,0,66,7
304,0,0,0,54,7
304,0,0,0,54,7
404,338,0,0,54,7
404,336,0,0,66,7
404,339,0,0,66,7
404,338,0,0,66,7
404,336,0,0,66,7
404,339,0,0,54,7
404,336,0,0,54,7
304,0,0,0,54,7
404,333,0,0,66,7
404,338,0,0,66,7
404,336,0,0,66,7
404,337,0,0,66,7
404,336,0,0,54,7
404,339,0,0,54,7
404,338,0,0,66,7
404,336,0,0,54,7
404,338,0,0,66,7
404,340,0,0,66,7
404,333,0,0,54,7
404,336,0,0,54,7
404,339,0,0,66,7
404,337,0,0,66,7
404,336,0,0,66,7
304,0,0,0,66,7
404,333,0,0,54,7
304,0,0,0,66,7
404,341,0,0,66,7
404,333,0,0,66,7
304,0,0,0,49,7
304,0,0,0,49,7
304,0,0,0,49,7
304,0,0,0,49,7
404,319,0,0,49,7
404,332,0,0,49,7
404,331,0,0,49,7
404,333,0,0,49,7
304,0,0,0,54,7
304,0,0,0,54,7
404,331,0,0,49,7
404,328,0,0,49,7
304,0,0,0,54,7
304,0,0,0,54,7
404,324,0,0,54,7
404,338,0,0,66,7
404,340,0,0,54,7
404,337,0,0,54,7
404,339,0,0,54,7
404,336,0,0,54,7
404,341,0,0,54,7
404,338,0,0,54,7
404,339,0,0,54,7
404,336,0,0,54,7
404,336,0,0,54,7
404,333,0,0,54,7
404,340,0,0,66,7
404,339,0,0,66,8
304,0,0,0,47,8
404,339,0,0,66,8
404,318,0,0,66,8
304,0,0,0,47,8
304,0,0,0,66,8
404,336,0,0,66,8
304,0,0,0,66,8
304,0,0,0,47,8
304,0,0,0,47,8
304,0,0,0,66,8
304,0,0,0,64,8
304,0,0,0,66,8
404,319,0,0,47,8
304,0,0,0,66,8
304,0,0,0,64,8
304,0,0,0,66,8
404,332,0,0,47,8
404,337,0,0,66,8
404,336,0,0,66,8
304,0,0,0,64,8
404,332,0,0,64,8
200,1768,0,1,112,8
404,333,0,0,66,8
404,331,0,0,47,8
404,318,0,1,66,8
304,0,0,1,66,8
304,0,0,1,66,8
304,0,0,1,66,8
404,340,0,1,66,8
404,331,0,0,64,8
404,337,0,1,66,8
404,339,0,1,66,8
304,0,0,0,55,8
404,336,0,1,66,8
404,341,0,1,66,8
304,0,0,0,55,8
404,333,0,0,64,8
404,338,0,1,66,8
404,339,0,1,66,8
404,336,0,1,66,8
404,333,0,0,47,8
404,336,0,1,66,8
404,333,0,1,66,8
304,0,0,0,55,8
200,2573,0,0,132,8
404,331,0,0,64,8
404,318,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
304,0,0,0,55,8
304,0,0,0,66,8
404,324,0,0,55,8
404,337,0,0,66,8
404,336,0,0,66,8
404,338,0,0,66,8
404,336,0,0,66,8
404,333,0,0,66,8
404,328,0,0,64,8
404,331,0,0,47,8
404,328,0,0,47,8
404,337,0,0,55,8
404,336,0,0,66,8
200,2575,0,0,133,8
404,336,0,0,55,8
404,338,0,0,55,8
404,336,0,0,55,8
404,318,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
404,337,0,0,66,8
404,333,0,0,55,8
404,336,0,0,66,8
404,338,0,0,66,8
404,336,0,0,66,8
404,333,0,0,66,8
200,1768,0,1,112,8
404,318,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
404,337,0,0,66,8
404,336,0,0,66,8
404,338,0,0,66,8
404,336,0,0,66,8
404,333,0,0,66,8
404,338,0,0,66,8
404,336,0,0,66,8
404,333,0,0,66,8
404,318,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
404,337,0,0,66,8
404,336,0,0,66,8
404,338,0,0,66,8
404,336,0,0,66,8
404,333,0,0,66,8
404,318,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
304,0,0,0,66,8
404,337,0,0,66,8
404,336,0,0,66,8
404,338,0,0,66,8
404,336,0,0,66,8
200,1768,0,1,118,8
404,333,0,0,66,8
200,2592,0,0,132,8
206,1,0,1,74,8
206,1,0,1,74,9
206,1,0,0,74,9
206,1,0,0,74,9
200,2592,0,0,132,9
200,26917470,0,1,29,9
200,490,0,1,64,9
200,2592,0,0,128,9
200,17632,0,0,128,9
200,17632,0,0,128,9
404,318,0,0,66,9
304,0,0,1,64,9
304,0,0,0,66,9
304,0,0,0,66,9
304,0,0,0,66,9
404,346,0,1,64,9
404,318,0,1,66,9
404,337,0,0,66,9
304,0,0,1,66,9
404,336,0,0,66,9
304,0,0,1,66,9
404,337,0,1,64,9
404,338,0,0,66,9
304,0,0,1,66,9
404,336,0,0,66,9
304,0,0,1,66,9
404,333,0,0,66,9
404,340,0,1,66,9
404,339,0,1,64,9
404,337,0,1,66,9
404,339,0,1,66,9
404,336,0,1,64,9
404,336,0,1,66,9
404,341,0,1,66,9
404,338,0,1,66,9
404,338,0,1,64,9
404,339,0,1,66,9
404,336,0,1,66,9
200,951,0,1,132,9
404,336,0,1,66,9
404,333,0,1,66,9
404,338,0,1,64,9
404,351,0,1,65,9
404,340,0,1,64,9
404,336,0,1,64,9
304,0,0,1,55,9
304,0,0,1,64,9
304,0,0,1,55,9
304,0,0,1,55,9
304,0,0,1,55,9
404,324,0,1,55,9
404,333,0,1,64,9
404,340,0,1,55,9
404,337,0,1,55,9
404,337,0,1,55,9
404,339,0,1,55,9
404,336,0,1,55,9
404,336,0,1,55,9
404,341,0,1,55,9
404,338,0,1,55,9
404,338,0,1,55,9
200,1768,0,1,117,9
404,339,0,1,55,9
404,336,0,1,55,9
404,336,0,1,55,9
404,336,0,1,55,9
404,333,0,1,55,9
404,333,0,1,55,9
304,0,0,0,64,9
304,0,0,0,64,9
304,0,0,0,64,9
304,0,0,0,64,9
200,3301,0,0,115,9
404,337,0,0,64,9
404,340,0,0,64,9
404,337,0,0,64,9
404,336,0,0,64,9
404,339,0,0,64,9
404,336,0,0,64,9
304,0,0,0,49,9
404,338,0,0,64,9
304,0,0,0,49,9
304,0,0,0,49,9
404,341,0,0,64,9
304,0,0,0,49,9
404,319,0,0,49,9
404,332,0,0,49,9
404,338,0,0,64,9
200,2582,0,1,132,9
404,331,0,0,49,9
404,333,0,0,49,9
404,336,0,0,64,9
404,331,0,0,49,9
404,328,0,0,49,9
404,339,0,0,64,9
404,336,0,0,64,9
404,333,0,0,64,9
404,336,0,0,64,9
404,333,0,0,64,9
304,0,0,1,64,9
200,490,0,1,64,9
304,0,0,1,64,9
304,0,0,1,64,9
304,0,0,1,64,9
404,346,0,1,64,9
304,0,0,1,64,9
404,337,0,1,64,9
404,337,0,1,64,9
404,337,0,1,64,9
404,336,0,1,64,9
404,336,0,1,64,9
404,339,0,1,64,9
404,338,0,1,64,9
404,338,0,1,64,9
404,336,0,1,64,9
404,336,0,1,64,9
404,336,0,1,64,9
404,333,0,1,64,9
404,338,0,1,64,9
304,0,0,1,54,9
304,0,0,1,54,9
404,333,0,1,64,9
304,0,0,1,54,9
304,0,0,1,54,9
404,324,0,1,54,9
404,340,0,1,54,10
404,337,0,1,54,10
404,339,0,1,54,10
404,336,0,1,54,10
404,341,0,1,54,10
404,338,0,1,64,10
404,338,0,1,54,10
404,339,0,1,54,10
404,336,0,1,54,10
404,336,0,1,54,10
404,333,0,1,54,10
404,340,0,1,64,10
404,336,0,1,64,10
304,0,0,1,64,10
404,333,0,1,64,10
200,1768,0,1,14,10
404,318,0,0,66,10
200,490,0,0,66,10
200,63693208,0,0,111,10
404,313,0,0,66,10
304,0,0,0,66,10
304,0,0,0,66,10
304,0,0,0,66,10
404,332,0,0,66,10
404,331,0,0,66,10
304,0,0,0,66,10
404,333,0,0,66,10
404,331,0,0,66,10
404,328,0,0,66,10
404,346,0,0,66,10
404,345,0,0,66,10
404,337,0,0,66,10
404,340,0,0,66,10
404,339,0,0,66,10
404,338,0,0,66,10
404,336,0,0,66,10
200,951,0,1,129,10
404,339,0,0,66,10
404,338,0,0,66,10
404,337,0,0,66,10
200,26318005,0,1,90,10
404,338,0,0,66,10
404,341,0,0,66,10
404,340,0,0,66,10
404,339,0,0,66,10
404,336,0,0,66,10
404,339,0,0,66,10
200,1768,0,1,19,10
304,0,0,0,66,10
304,0,0,0,66,10
404,318,0,1,66,10
404,333,0,0,66,10
404,318,0,0,66,10
304,0,0,0,66,10
304,0,0,1,66,10
304,0,0,0,66,10
304,0,0,0,66,10
304,0,0,0,66,10
304,0,0,1,66,10
404,337,0,0,66,10
404,336,0,0,66,10
304,0,0,1,66,10
404,336,0,0,66,10
404,338,0,0,66,10
404,336,0,0,66,10
404,333,0,0,66,10
304,0,0,1,66,10
200,1768,0,1,12,10
404,340,0,1,66,10
404,337,0,1,66,10
404,339,0,1,66,10
404,336,0,1,66,10
404,341,0,1,66,10
404,338,0,1,66,10
200,490,0,1,64,10
404,339,0,1,66,10
404,336,0,1,66,10
304,0,0,1,64,10
404,336,0,1,66,10
404,333,0,1,66,10
404,346,0,1,64,10
404,337,0,1,64,10
404,339,0,1,64,10
404,336,0,1,64,10
404,338,0,1,64,10
404,338,0,1,64,10
404,340,0,1,64,10
404,336,0,1,64,10
304,0,0,1,64,10
304,0,0,1,54,10
304,0,0,1,54,10
304,0,0,1,54,10
304,0,0,1,54,10
404,324,0,1,54,10
404,340,0,1,54,10
404,337,0,1,54,10
404,339,0,1,54,10
404,336,0,1,54,10
404,341,0,1,54,10
404,338,0,1,54,10
404,339,0,1,54,10
404,336,0,1,54,10
404,336,0,1,54,10
200,951,0,1,132,10
404,333,0,1,54,10
404,333,0,1,64,10
304,0,0,0,54,10
304,0,0,1,54,10
304,0,0,1,54,10
304,0,0,0,54,10
404,324,0,1,54,10
304,0,0,1,54,10
304,0,0,1,54,10
304,0,0,0,54,10
404,319,0,0,54,11
304,0,0,0,54,11
404,337,0,1,54,11
404,332,0,0,54,11
404,336,0,1,54,11
404,331,0,0,54,11
404,338,0,1,54,11
404,333,0,0,54,11
404,336,0,1,54,11
404,331,0,0,54,11
404,333,0,1,54,11
404,328,0,0,54,11
200,26946152,0,1,14,11
304,0,0,0,54,11
304,0,0,0,54,11
304,0,0,0,54,11
304,0,0,0,54,11
404,324,0,0,54,11
404,340,0,0,54,11
404,337,0,0,54,11
404,339,0,0,54,11
404,336,0,0,54,11
404,341,0,0,54,11
404,338,0,0,54,11
404,339,0,0,54,11
404,336,0,0,54,11
404,336,0,0,54,11
404,333,0,0,54,11
200,951,0,1,132,11
200,931,0,1,110,11
200,26318005,0,1,90,11
404,318,0,1,69,11
304,0,0,1,69,11
304,0,0,1,69,11
404,313,0,0,66,11
304,0,0,0,66,11
416,221,0,1,69,11
200,85619205,0,0,22,11
304,0,0,0,66,11
416,221,0,1,69,11
304,0,0,0,66,11
404,335,0,0,66,11
404,340,0,1,69,11
404,332,0,0,66,11
404,318,0,0,66,11
404,337,0,1,69,11
404,334,0,0,66,11
304,0,0,0,66,11
404,331,0,0,66,11
304,0,0,0,66,11
304,0,0,1,69,11
304,0,0,0,66,11
404,336,0,0,66,11
404,318,0,0,66,11
404,337,0,0,66,11
404,333,0,0,66,11
404,339,0,1,69,11
304,0,0,0,66,11
404,336,0,0,66,11
404,334,0,0,66,11
304,0,0,0,66,11
404,338,0,0,66,11
404,336,0,1,69,11
404,331,0,0,66,11
304,0,0,0,66,11
404,336,0,0,66,11
404,331,0,0,66,11
404,341,0,1,69,11
404,337,0,0,66,11
404,333,0,0,66,11
404,328,0,0,66,11
404,336,0,0,66,11
404,338,0,1,69,11
200,26311877,0,1,117,11
404,338,0,0,66,11
